ID, Font, Prediction, Actual, Confidence, Pass/Fail
2906, PlayfairDisplay-ExtraBold, x, x, 0.999, PASS
2907, PlayfairDisplay-ExtraBold, y, y, 1.000, PASS
2908, PlayfairDisplay-ExtraBold, z, z, 0.969, PASS
2909, PlayfairDisplay-ExtraBold, !, !, 1.000, PASS
2910, PlayfairDisplay-ExtraBold, #, #, 0.993, PASS
2911, PlayfairDisplay-ExtraBold, $, $, 1.000, PASS
2912, PlayfairDisplay-ExtraBold, %, %, 1.000, PASS
2913, PlayfairDisplay-ExtraBold, &, &, 1.000, PASS
2914, PlayfairDisplay-ExtraBold, *, *, 1.000, PASS
2915, PlayfairDisplay-ExtraBold, +, +, 0.999, PASS
2916, PlayfairDisplay-ExtraBold, -, -, 1.000, PASS
2917, PlayfairDisplay-ExtraBold, 0, 0, 0.997, PASS
2918, PlayfairDisplay-ExtraBold, 1, 1, 1.000, PASS
2919, PlayfairDisplay-ExtraBold, 2, 2, 0.998, PASS
2920, PlayfairDisplay-ExtraBold, 3, 3, 0.987, PASS
2921, PlayfairDisplay-ExtraBold, 4, 4, 1.000, PASS
2922, PlayfairDisplay-ExtraBold, 5, 5, 1.000, PASS
2923, PlayfairDisplay-ExtraBold, 6, 6, 1.000, PASS
2924, PlayfairDisplay-ExtraBold, 7, 7, 1.000, PASS
2925, PlayfairDisplay-ExtraBold, 8, 8, 1.000, PASS
2926, PlayfairDisplay-ExtraBold, 9, 9, 1.000, PASS
2927, PlayfairDisplay-ExtraBold, <, <, 1.000, PASS
2928, PlayfairDisplay-ExtraBold, >, >, 1.000, PASS
2929, PlayfairDisplay-ExtraBold, ?, ?, 1.000, PASS
2930, PlayfairDisplay-ExtraBold, @, @, 1.000, PASS
2931, PlayfairDisplay-ExtraBold, A, A, 1.000, PASS
2932, PlayfairDisplay-ExtraBold, B, B, 0.997, PASS
2933, PlayfairDisplay-ExtraBold, C, C, 0.998, PASS
2934, PlayfairDisplay-ExtraBold, D, D, 1.000, PASS
2935, PlayfairDisplay-ExtraBold, E, E, 1.000, PASS
2936, PlayfairDisplay-ExtraBold, F, F, 1.000, PASS
2937, PlayfairDisplay-ExtraBold, G, G, 1.000, PASS
2938, PlayfairDisplay-ExtraBold, H, H, 1.000, PASS
2939, PlayfairDisplay-ExtraBold, I, I, 0.984, PASS
2940, PlayfairDisplay-ExtraBold, J, J, 0.999, PASS
2941, PlayfairDisplay-ExtraBold, K, K, 1.000, PASS
2942, PlayfairDisplay-ExtraBold, L, L, 1.000, PASS
2943, PlayfairDisplay-ExtraBold, M, M, 1.000, PASS
2944, PlayfairDisplay-ExtraBold, N, N, 1.000, PASS
2945, PlayfairDisplay-ExtraBold, O, O, 1.000, PASS
2946, PlayfairDisplay-ExtraBold, P, P, 1.000, PASS
2947, PlayfairDisplay-ExtraBold, Q, Q, 1.000, PASS
2948, PlayfairDisplay-ExtraBold, R, R, 0.997, PASS
2949, PlayfairDisplay-ExtraBold, S, S, 0.878, PASS
2950, PlayfairDisplay-ExtraBold, T, T, 1.000, PASS
2951, PlayfairDisplay-ExtraBold, U, U, 1.000, PASS
2952, PlayfairDisplay-ExtraBold, V, V, 1.000, PASS
2953, PlayfairDisplay-ExtraBold, W, W, 1.000, PASS
2954, PlayfairDisplay-ExtraBold, X, X, 0.970, PASS
2955, PlayfairDisplay-ExtraBold, Y, Y, 1.000, PASS
2956, PlayfairDisplay-ExtraBold, Z, Z, 0.997, PASS
2957, PlayfairDisplay-ExtraBold, a, a, 1.000, PASS
2958, PlayfairDisplay-ExtraBold, b, b, 0.991, PASS
2959, PlayfairDisplay-ExtraBold, c, c, 0.999, PASS
2960, PlayfairDisplay-Italic, d, d, 1.000, PASS
2961, PlayfairDisplay-Italic, e, e, 0.893, PASS
2962, PlayfairDisplay-Italic, f, f, 1.000, PASS
2963, PlayfairDisplay-Italic, g, g, 1.000, PASS
2964, PlayfairDisplay-Italic, h, h, 0.999, PASS
2965, PlayfairDisplay-Italic, i, i, 1.000, PASS
2966, PlayfairDisplay-Italic, j, j, 1.000, PASS
2967, PlayfairDisplay-Italic, k, k, 0.927, PASS
2968, PlayfairDisplay-Italic, l, l, 0.760, PASS
2969, PlayfairDisplay-Italic, m, m, 1.000, PASS
2970, PlayfairDisplay-Italic, n, n, 0.994, PASS
2971, PlayfairDisplay-Italic, o, o, 0.975, PASS
2972, PlayfairDisplay-Italic, p, p, 1.000, PASS
2973, PlayfairDisplay-Italic, q, q, 1.000, PASS
2974, PlayfairDisplay-Italic, r, r, 1.000, PASS
2975, PlayfairDisplay-Italic, s, s, 0.878, PASS
2976, PlayfairDisplay-Italic, t, t, 0.999, PASS
2977, PlayfairDisplay-Italic, u, u, 0.944, PASS
2978, PlayfairDisplay-Italic, v, v, 1.000, PASS
2979, PlayfairDisplay-Italic, w, w, 1.000, PASS
2980, PlayfairDisplay-Italic, 1, x, 0.724, FAIL
2981, PlayfairDisplay-Italic, y, y, 0.745, PASS
2982, PlayfairDisplay-Italic, z, z, 0.996, PASS
2983, PlayfairDisplay-Italic, !, !, 1.000, PASS
2984, PlayfairDisplay-Italic, #, #, 0.999, PASS
2985, PlayfairDisplay-Italic, $, $, 1.000, PASS
2986, PlayfairDisplay-Italic, %, %, 1.000, PASS
2987, PlayfairDisplay-Italic, &, &, 0.999, PASS
2988, PlayfairDisplay-Italic, *, *, 1.000, PASS
2989, PlayfairDisplay-Italic, +, +, 1.000, PASS
2990, PlayfairDisplay-Italic, -, -, 1.000, PASS
2991, PlayfairDisplay-Italic, 0, 0, 0.939, PASS
2992, PlayfairDisplay-Italic, 1, 1, 0.957, PASS
2993, PlayfairDisplay-Italic, 2, 2, 0.970, PASS
2994, PlayfairDisplay-Italic, 3, 3, 1.000, PASS
2995, PlayfairDisplay-Italic, 4, 4, 1.000, PASS
2996, PlayfairDisplay-Italic, 5, 5, 1.000, PASS
2997, PlayfairDisplay-Italic, 6, 6, 0.999, PASS
2998, PlayfairDisplay-Italic, 7, 7, 0.951, PASS
2999, PlayfairDisplay-Italic, 8, 8, 1.000, PASS
3000, PlayfairDisplay-Italic, 9, 9, 0.997, PASS
3001, PlayfairDisplay-Italic, <, <, 1.000, PASS
3002, PlayfairDisplay-Italic, >, >, 1.000, PASS
3003, PlayfairDisplay-Italic, ?, ?, 0.969, PASS
3004, PlayfairDisplay-Italic, @, @, 1.000, PASS
3005, PlayfairDisplay-Italic, A, A, 1.000, PASS
3006, PlayfairDisplay-Italic, B, B, 1.000, PASS
3007, PlayfairDisplay-Italic, C, C, 0.796, PASS
3008, PlayfairDisplay-Italic, D, D, 1.000, PASS
3009, PlayfairDisplay-Italic, E, E, 1.000, PASS
3010, PlayfairDisplay-Italic, F, F, 1.000, PASS
3011, PlayfairDisplay-Italic, G, G, 1.000, PASS
3012, PlayfairDisplay-Italic, H, H, 1.000, PASS
3013, PlayfairDisplay-Italic, I, I, 0.958, PASS
3014, PlayfairDisplay-Italic, J, J, 0.999, PASS
3015, PlayfairDisplay-Italic, h, K, 0.607, FAIL
3016, PlayfairDisplay-Italic, L, L, 1.000, PASS
3017, PlayfairDisplay-Italic, M, M, 1.000, PASS
3018, PlayfairDisplay-Italic, N, N, 1.000, PASS
3019, PlayfairDisplay-Italic, O, O, 1.000, PASS
3020, PlayfairDisplay-Italic, P, P, 0.955, PASS
3021, PlayfairDisplay-Italic, Q, Q, 1.000, PASS
3022, PlayfairDisplay-Italic, R, R, 1.000, PASS
3023, PlayfairDisplay-Italic, S, S, 1.000, PASS
3024, PlayfairDisplay-Italic, T, T, 1.000, PASS
3025, PlayfairDisplay-Italic, U, U, 0.961, PASS
3026, PlayfairDisplay-Italic, V, V, 1.000, PASS
3027, PlayfairDisplay-Italic, W, W, 1.000, PASS
3028, PlayfairDisplay-Italic, X, X, 0.961, PASS
3029, PlayfairDisplay-Italic, Y, Y, 0.947, PASS
3030, PlayfairDisplay-Italic, Z, Z, 1.000, PASS
3031, PlayfairDisplay-Italic, a, a, 1.000, PASS
3032, PlayfairDisplay-Italic, b, b, 0.967, PASS
3033, PlayfairDisplay-Italic, c, c, 1.000, PASS
3034, PlayfairDisplay-MediumItalic, d, d, 1.000, PASS
3035, PlayfairDisplay-MediumItalic, e, e, 0.982, PASS
3036, PlayfairDisplay-MediumItalic, f, f, 1.000, PASS
3037, PlayfairDisplay-MediumItalic, g, g, 1.000, PASS
3038, PlayfairDisplay-MediumItalic, h, h, 0.996, PASS
3039, PlayfairDisplay-MediumItalic, i, i, 1.000, PASS
3040, PlayfairDisplay-MediumItalic, j, j, 1.000, PASS
3041, PlayfairDisplay-MediumItalic, k, k, 0.981, PASS
3042, PlayfairDisplay-MediumItalic, l, l, 0.844, PASS
3043, PlayfairDisplay-MediumItalic, m, m, 1.000, PASS
3044, PlayfairDisplay-MediumItalic, n, n, 1.000, PASS
3045, PlayfairDisplay-MediumItalic, o, o, 0.992, PASS
3046, PlayfairDisplay-MediumItalic, p, p, 1.000, PASS
3047, PlayfairDisplay-MediumItalic, q, q, 1.000, PASS
3048, PlayfairDisplay-MediumItalic, r, r, 1.000, PASS
3049, PlayfairDisplay-MediumItalic, s, s, 0.979, PASS
3050, PlayfairDisplay-MediumItalic, t, t, 0.894, PASS
3051, PlayfairDisplay-MediumItalic, u, u, 0.955, PASS
3052, PlayfairDisplay-MediumItalic, v, v, 1.000, PASS
3053, PlayfairDisplay-MediumItalic, w, w, 1.000, PASS
3054, PlayfairDisplay-MediumItalic, x, x, 0.983, PASS
3055, PlayfairDisplay-MediumItalic, y, y, 0.991, PASS
3056, PlayfairDisplay-MediumItalic, z, z, 0.989, PASS
3057, PlayfairDisplay-MediumItalic, !, !, 1.000, PASS
3058, PlayfairDisplay-MediumItalic, #, #, 0.998, PASS
3059, PlayfairDisplay-MediumItalic, $, $, 1.000, PASS
3060, PlayfairDisplay-MediumItalic, %, %, 1.000, PASS
3061, PlayfairDisplay-MediumItalic, &, &, 1.000, PASS
3062, PlayfairDisplay-MediumItalic, *, *, 1.000, PASS
3063, PlayfairDisplay-MediumItalic, +, +, 1.000, PASS
3064, PlayfairDisplay-MediumItalic, -, -, 1.000, PASS
3065, PlayfairDisplay-MediumItalic, 0, 0, 0.839, PASS
3066, PlayfairDisplay-MediumItalic, 1, 1, 0.962, PASS
3067, PlayfairDisplay-MediumItalic, 2, 2, 0.996, PASS
3068, PlayfairDisplay-MediumItalic, 3, 3, 1.000, PASS
3069, PlayfairDisplay-MediumItalic, 4, 4, 1.000, PASS
3070, PlayfairDisplay-MediumItalic, 5, 5, 1.000, PASS
3071, PlayfairDisplay-MediumItalic, 6, 6, 1.000, PASS
3072, PlayfairDisplay-MediumItalic, 7, 7, 0.997, PASS
3073, PlayfairDisplay-MediumItalic, 8, 8, 1.000, PASS
3074, PlayfairDisplay-MediumItalic, 9, 9, 1.000, PASS
3075, PlayfairDisplay-MediumItalic, <, <, 1.000, PASS
3076, PlayfairDisplay-MediumItalic, >, >, 1.000, PASS
3077, PlayfairDisplay-MediumItalic, ?, ?, 0.998, PASS
3078, PlayfairDisplay-MediumItalic, @, @, 1.000, PASS
3079, PlayfairDisplay-MediumItalic, A, A, 1.000, PASS
3080, PlayfairDisplay-MediumItalic, B, B, 1.000, PASS
3081, PlayfairDisplay-MediumItalic, C, C, 0.822, PASS
3082, PlayfairDisplay-MediumItalic, D, D, 1.000, PASS
3083, PlayfairDisplay-MediumItalic, E, E, 1.000, PASS
3084, PlayfairDisplay-MediumItalic, F, F, 1.000, PASS
3085, PlayfairDisplay-MediumItalic, G, G, 1.000, PASS
3086, PlayfairDisplay-MediumItalic, H, H, 1.000, PASS
3087, PlayfairDisplay-MediumItalic, I, I, 0.893, PASS
3088, PlayfairDisplay-MediumItalic, J, J, 0.998, PASS
3089, PlayfairDisplay-MediumItalic, K, K, 0.867, PASS
3090, PlayfairDisplay-MediumItalic, L, L, 1.000, PASS
3091, PlayfairDisplay-MediumItalic, M, M, 1.000, PASS
3092, PlayfairDisplay-MediumItalic, N, N, 0.975, PASS
3093, PlayfairDisplay-MediumItalic, O, O, 1.000, PASS
3094, PlayfairDisplay-MediumItalic, P, P, 1.000, PASS
3095, PlayfairDisplay-MediumItalic, Q, Q, 1.000, PASS
3096, PlayfairDisplay-MediumItalic, R, R, 1.000, PASS
3097, PlayfairDisplay-MediumItalic, S, S, 1.000, PASS
3098, PlayfairDisplay-MediumItalic, T, T, 1.000, PASS
3099, PlayfairDisplay-MediumItalic, U, U, 0.999, PASS
3100, PlayfairDisplay-MediumItalic, V, V, 1.000, PASS
3101, PlayfairDisplay-MediumItalic, W, W, 1.000, PASS
3102, PlayfairDisplay-MediumItalic, X, X, 1.000, PASS
3103, PlayfairDisplay-MediumItalic, Y, Y, 0.986, PASS
3104, PlayfairDisplay-MediumItalic, Z, Z, 1.000, PASS
3105, PlayfairDisplay-MediumItalic, a, a, 1.000, PASS
3106, PlayfairDisplay-MediumItalic, b, b, 0.991, PASS
3107, PlayfairDisplay-MediumItalic, c, c, 1.000, PASS
3108, PlayfairDisplay-Medium, d, d, 1.000, PASS
3109, PlayfairDisplay-Medium, e, e, 0.998, PASS
3110, PlayfairDisplay-Medium, f, f, 1.000, PASS
3111, PlayfairDisplay-Medium, g, g, 1.000, PASS
3112, PlayfairDisplay-Medium, h, h, 1.000, PASS
3113, PlayfairDisplay-Medium, i, i, 1.000, PASS
3114, PlayfairDisplay-Medium, j, j, 0.995, PASS
3115, PlayfairDisplay-Medium, k, k, 1.000, PASS
3116, PlayfairDisplay-Medium, l, l, 0.958, PASS
3117, PlayfairDisplay-Medium, m, m, 1.000, PASS
3118, PlayfairDisplay-Medium, n, n, 0.999, PASS
3119, PlayfairDisplay-Medium, o, o, 0.952, PASS
3120, PlayfairDisplay-Medium, p, p, 1.000, PASS
3121, PlayfairDisplay-Medium, q, q, 1.000, PASS
3122, PlayfairDisplay-Medium, r, r, 1.000, PASS
3123, PlayfairDisplay-Medium, s, s, 1.000, PASS
3124, PlayfairDisplay-Medium, t, t, 0.978, PASS
3125, PlayfairDisplay-Medium, u, u, 1.000, PASS
3126, PlayfairDisplay-Medium, v, v, 1.000, PASS
3127, PlayfairDisplay-Medium, w, w, 1.000, PASS
3128, PlayfairDisplay-Medium, x, x, 1.000, PASS
3129, PlayfairDisplay-Medium, y, y, 1.000, PASS
3130, PlayfairDisplay-Medium, z, z, 0.979, PASS
3131, PlayfairDisplay-Medium, !, !, 0.948, PASS
3132, PlayfairDisplay-Medium, #, #, 0.942, PASS
3133, PlayfairDisplay-Medium, $, $, 1.000, PASS
3134, PlayfairDisplay-Medium, %, %, 1.000, PASS
3135, PlayfairDisplay-Medium, &, &, 1.000, PASS
3136, PlayfairDisplay-Medium, *, *, 1.000, PASS
3137, PlayfairDisplay-Medium, +, +, 1.000, PASS
3138, PlayfairDisplay-Medium, -, -, 1.000, PASS
3139, PlayfairDisplay-Medium, 0, 0, 0.940, PASS
3140, PlayfairDisplay-Medium, 1, 1, 1.000, PASS
3141, PlayfairDisplay-Medium, 2, 2, 0.997, PASS
3142, PlayfairDisplay-Medium, 3, 3, 0.983, PASS
3143, PlayfairDisplay-Medium, 4, 4, 1.000, PASS
3144, PlayfairDisplay-Medium, 5, 5, 1.000, PASS
3145, PlayfairDisplay-Medium, 6, 6, 1.000, PASS
3146, PlayfairDisplay-Medium, 7, 7, 1.000, PASS
3147, PlayfairDisplay-Medium, 8, 8, 1.000, PASS
3148, PlayfairDisplay-Medium, 9, 9, 1.000, PASS
3149, PlayfairDisplay-Medium, <, <, 1.000, PASS
3150, PlayfairDisplay-Medium, >, >, 1.000, PASS
3151, PlayfairDisplay-Medium, ?, ?, 1.000, PASS
3152, PlayfairDisplay-Medium, @, @, 1.000, PASS
3153, PlayfairDisplay-Medium, A, A, 1.000, PASS
3154, PlayfairDisplay-Medium, B, B, 1.000, PASS
3155, PlayfairDisplay-Medium, C, C, 1.000, PASS
3156, PlayfairDisplay-Medium, D, D, 1.000, PASS
3157, PlayfairDisplay-Medium, E, E, 1.000, PASS
3158, PlayfairDisplay-Medium, F, F, 1.000, PASS
3159, PlayfairDisplay-Medium, G, G, 1.000, PASS
3160, PlayfairDisplay-Medium, H, H, 1.000, PASS
3161, PlayfairDisplay-Medium, I, I, 0.942, PASS
3162, PlayfairDisplay-Medium, J, J, 1.000, PASS
3163, PlayfairDisplay-Medium, K, K, 1.000, PASS
3164, PlayfairDisplay-Medium, L, L, 1.000, PASS
3165, PlayfairDisplay-Medium, M, M, 1.000, PASS
3166, PlayfairDisplay-Medium, N, N, 1.000, PASS
3167, PlayfairDisplay-Medium, O, O, 1.000, PASS
3168, PlayfairDisplay-Medium, P, P, 0.999, PASS
3169, PlayfairDisplay-Medium, Q, Q, 1.000, PASS
3170, PlayfairDisplay-Medium, R, R, 0.979, PASS
3171, PlayfairDisplay-Medium, S, S, 0.975, PASS
3172, PlayfairDisplay-Medium, T, T, 0.997, PASS
3173, PlayfairDisplay-Medium, U, U, 1.000, PASS
3174, PlayfairDisplay-Medium, V, V, 0.897, PASS
3175, PlayfairDisplay-Medium, W, W, 1.000, PASS
3176, PlayfairDisplay-Medium, X, X, 0.999, PASS
3177, PlayfairDisplay-Medium, Y, Y, 1.000, PASS
3178, PlayfairDisplay-Medium, Z, Z, 1.000, PASS
3179, PlayfairDisplay-Medium, a, a, 1.000, PASS
3180, PlayfairDisplay-Medium, b, b, 0.993, PASS
3181, PlayfairDisplay-Medium, c, c, 1.000, PASS
3182, PlayfairDisplay-Regular, d, d, 1.000, PASS
3183, PlayfairDisplay-Regular, e, e, 0.999, PASS
3184, PlayfairDisplay-Regular, f, f, 1.000, PASS
3185, PlayfairDisplay-Regular, g, g, 1.000, PASS
3186, PlayfairDisplay-Regular, h, h, 1.000, PASS
3187, PlayfairDisplay-Regular, i, i, 1.000, PASS
3188, PlayfairDisplay-Regular, j, j, 0.997, PASS
3189, PlayfairDisplay-Regular, k, k, 0.999, PASS
3190, PlayfairDisplay-Regular, l, l, 0.785, PASS
3191, PlayfairDisplay-Regular, m, m, 0.993, PASS
3192, PlayfairDisplay-Regular, n, n, 1.000, PASS
3193, PlayfairDisplay-Regular, o, o, 0.633, PASS
3194, PlayfairDisplay-Regular, p, p, 1.000, PASS
3195, PlayfairDisplay-Regular, q, q, 0.998, PASS
3196, PlayfairDisplay-Regular, r, r, 1.000, PASS
3197, PlayfairDisplay-Regular, s, s, 1.000, PASS
3198, PlayfairDisplay-Regular, t, t, 0.973, PASS
3199, PlayfairDisplay-Regular, u, u, 1.000, PASS
3200, PlayfairDisplay-Regular, v, v, 1.000, PASS
3201, PlayfairDisplay-Regular, w, w, 1.000, PASS
3202, PlayfairDisplay-Regular, x, x, 1.000, PASS
3203, PlayfairDisplay-Regular, y, y, 1.000, PASS
3204, PlayfairDisplay-Regular, z, z, 0.964, PASS
3205, PlayfairDisplay-Regular, !, !, 1.000, PASS
3206, PlayfairDisplay-Regular, #, #, 0.814, PASS
3207, PlayfairDisplay-Regular, $, $, 1.000, PASS
3208, PlayfairDisplay-Regular, %, %, 1.000, PASS
3209, PlayfairDisplay-Regular, &, &, 1.000, PASS
3210, PlayfairDisplay-Regular, *, *, 1.000, PASS
3211, PlayfairDisplay-Regular, +, +, 1.000, PASS
3212, PlayfairDisplay-Regular, -, -, 1.000, PASS
3213, PlayfairDisplay-Regular, 0, 0, 0.650, PASS
3214, PlayfairDisplay-Regular, 1, 1, 1.000, PASS
3215, PlayfairDisplay-Regular, 2, 2, 0.782, PASS
3216, PlayfairDisplay-Regular, 3, 3, 0.999, PASS
3217, PlayfairDisplay-Regular, 4, 4, 1.000, PASS
3218, PlayfairDisplay-Regular, 5, 5, 1.000, PASS
3219, PlayfairDisplay-Regular, 6, 6, 1.000, PASS
3220, PlayfairDisplay-Regular, 7, 7, 0.997, PASS
3221, PlayfairDisplay-Regular, 8, 8, 1.000, PASS
3222, PlayfairDisplay-Regular, 9, 9, 1.000, PASS
3223, PlayfairDisplay-Regular, <, <, 1.000, PASS
3224, PlayfairDisplay-Regular, >, >, 1.000, PASS
3225, PlayfairDisplay-Regular, ?, ?, 1.000, PASS
3226, PlayfairDisplay-Regular, @, @, 1.000, PASS
3227, PlayfairDisplay-Regular, A, A, 1.000, PASS
3228, PlayfairDisplay-Regular, B, B, 1.000, PASS
3229, PlayfairDisplay-Regular, C, C, 1.000, PASS
3230, PlayfairDisplay-Regular, D, D, 1.000, PASS
3231, PlayfairDisplay-Regular, E, E, 1.000, PASS
3232, PlayfairDisplay-Regular, F, F, 1.000, PASS
3233, PlayfairDisplay-Regular, G, G, 1.000, PASS
3234, PlayfairDisplay-Regular, H, H, 0.998, PASS
3235, PlayfairDisplay-Regular, I, I, 0.936, PASS
3236, PlayfairDisplay-Regular, J, J, 0.999, PASS
3237, PlayfairDisplay-Regular, K, K, 1.000, PASS
3238, PlayfairDisplay-Regular, L, L, 1.000, PASS
3239, PlayfairDisplay-Regular, M, M, 1.000, PASS
3240, PlayfairDisplay-Regular, N, N, 1.000, PASS
3241, PlayfairDisplay-Regular, O, O, 1.000, PASS
3242, PlayfairDisplay-Regular, P, P, 0.962, PASS
3243, PlayfairDisplay-Regular, Q, Q, 1.000, PASS
3244, PlayfairDisplay-Regular, R, R, 0.987, PASS
3245, PlayfairDisplay-Regular, S, S, 0.917, PASS
3246, PlayfairDisplay-Regular, T, T, 0.999, PASS
3247, PlayfairDisplay-Regular, U, U, 1.000, PASS
3248, PlayfairDisplay-Regular, V, V, 0.899, PASS
3249, PlayfairDisplay-Regular, W, W, 0.999, PASS
3250, PlayfairDisplay-Regular, X, X, 1.000, PASS
3251, PlayfairDisplay-Regular, Y, Y, 0.995, PASS
3252, PlayfairDisplay-Regular, Z, Z, 1.000, PASS
3253, PlayfairDisplay-Regular, a, a, 1.000, PASS
3254, PlayfairDisplay-Regular, b, b, 0.991, PASS
3255, PlayfairDisplay-Regular, c, c, 1.000, PASS
3256, PlayfairDisplay-SemiBoldItalic, d, d, 1.000, PASS
3257, PlayfairDisplay-SemiBoldItalic, e, e, 0.856, PASS
3258, PlayfairDisplay-SemiBoldItalic, f, f, 1.000, PASS
3259, PlayfairDisplay-SemiBoldItalic, g, g, 1.000, PASS
3260, PlayfairDisplay-SemiBoldItalic, h, h, 0.993, PASS
3261, PlayfairDisplay-SemiBoldItalic, i, i, 1.000, PASS
3262, PlayfairDisplay-SemiBoldItalic, j, j, 1.000, PASS
3263, PlayfairDisplay-SemiBoldItalic, k, k, 0.990, PASS
3264, PlayfairDisplay-SemiBoldItalic, l, l, 0.698, PASS
3265, PlayfairDisplay-SemiBoldItalic, m, m, 1.000, PASS
3266, PlayfairDisplay-SemiBoldItalic, n, n, 1.000, PASS
3267, PlayfairDisplay-SemiBoldItalic, o, o, 0.919, PASS
3268, PlayfairDisplay-SemiBoldItalic, p, p, 1.000, PASS
3269, PlayfairDisplay-SemiBoldItalic, q, q, 1.000, PASS
3270, PlayfairDisplay-SemiBoldItalic, r, r, 1.000, PASS
3271, PlayfairDisplay-SemiBoldItalic, s, s, 0.994, PASS
3272, PlayfairDisplay-SemiBoldItalic, t, t, 0.977, PASS
3273, PlayfairDisplay-SemiBoldItalic, u, u, 0.985, PASS
3274, PlayfairDisplay-SemiBoldItalic, v, v, 1.000, PASS
3275, PlayfairDisplay-SemiBoldItalic, w, w, 1.000, PASS
3276, PlayfairDisplay-SemiBoldItalic, x, x, 0.999, PASS
3277, PlayfairDisplay-SemiBoldItalic, y, y, 0.999, PASS
3278, PlayfairDisplay-SemiBoldItalic, z, z, 0.991, PASS
3279, PlayfairDisplay-SemiBoldItalic, !, !, 1.000, PASS
3280, PlayfairDisplay-SemiBoldItalic, #, #, 0.997, PASS
3281, PlayfairDisplay-SemiBoldItalic, $, $, 1.000, PASS
3282, PlayfairDisplay-SemiBoldItalic, %, %, 1.000, PASS
3283, PlayfairDisplay-SemiBoldItalic, &, &, 1.000, PASS
3284, PlayfairDisplay-SemiBoldItalic, *, *, 1.000, PASS
3285, PlayfairDisplay-SemiBoldItalic, +, +, 1.000, PASS
3286, PlayfairDisplay-SemiBoldItalic, -, -, 1.000, PASS
3287, PlayfairDisplay-SemiBoldItalic, 0, 0, 1.000, PASS
3288, PlayfairDisplay-SemiBoldItalic, 1, 1, 0.968, PASS
3289, PlayfairDisplay-SemiBoldItalic, 2, 2, 0.998, PASS
3290, PlayfairDisplay-SemiBoldItalic, 3, 3, 0.999, PASS
3291, PlayfairDisplay-SemiBoldItalic, 4, 4, 1.000, PASS
3292, PlayfairDisplay-SemiBoldItalic, 5, 5, 1.000, PASS
3293, PlayfairDisplay-SemiBoldItalic, 6, 6, 1.000, PASS
3294, PlayfairDisplay-SemiBoldItalic, 7, 7, 0.999, PASS
3295, PlayfairDisplay-SemiBoldItalic, 8, 8, 0.937, PASS
3296, PlayfairDisplay-SemiBoldItalic, 9, 9, 1.000, PASS
3297, PlayfairDisplay-SemiBoldItalic, <, <, 1.000, PASS
3298, PlayfairDisplay-SemiBoldItalic, >, >, 1.000, PASS
3299, PlayfairDisplay-SemiBoldItalic, ?, ?, 0.998, PASS
3300, PlayfairDisplay-SemiBoldItalic, @, @, 1.000, PASS
3301, PlayfairDisplay-SemiBoldItalic, A, A, 1.000, PASS
3302, PlayfairDisplay-SemiBoldItalic, B, B, 1.000, PASS
3303, PlayfairDisplay-SemiBoldItalic, C, C, 0.973, PASS
3304, PlayfairDisplay-SemiBoldItalic, D, D, 1.000, PASS
3305, PlayfairDisplay-SemiBoldItalic, E, E, 1.000, PASS
3306, PlayfairDisplay-SemiBoldItalic, F, F, 0.999, PASS
3307, PlayfairDisplay-SemiBoldItalic, G, G, 0.950, PASS
3308, PlayfairDisplay-SemiBoldItalic, H, H, 1.000, PASS
3309, PlayfairDisplay-SemiBoldItalic, I, I, 0.947, PASS
3310, PlayfairDisplay-SemiBoldItalic, J, J, 1.000, PASS
3311, PlayfairDisplay-SemiBoldItalic, K, K, 1.000, PASS
3312, PlayfairDisplay-SemiBoldItalic, L, L, 1.000, PASS
3313, PlayfairDisplay-SemiBoldItalic, M, M, 1.000, PASS
3314, PlayfairDisplay-SemiBoldItalic, N, N, 1.000, PASS
3315, PlayfairDisplay-SemiBoldItalic, O, O, 1.000, PASS
3316, PlayfairDisplay-SemiBoldItalic, P, P, 1.000, PASS
3317, PlayfairDisplay-SemiBoldItalic, Q, Q, 1.000, PASS
3318, PlayfairDisplay-SemiBoldItalic, R, R, 0.996, PASS
3319, PlayfairDisplay-SemiBoldItalic, S, S, 1.000, PASS
3320, PlayfairDisplay-SemiBoldItalic, T, T, 1.000, PASS
3321, PlayfairDisplay-SemiBoldItalic, U, U, 1.000, PASS
3322, PlayfairDisplay-SemiBoldItalic, V, V, 1.000, PASS
3323, PlayfairDisplay-SemiBoldItalic, W, W, 1.000, PASS
3324, PlayfairDisplay-SemiBoldItalic, X, X, 1.000, PASS
3325, PlayfairDisplay-SemiBoldItalic, Y, Y, 0.999, PASS
3326, PlayfairDisplay-SemiBoldItalic, Z, Z, 1.000, PASS
3327, PlayfairDisplay-SemiBoldItalic, a, a, 1.000, PASS
3328, PlayfairDisplay-SemiBoldItalic, b, b, 0.994, PASS
3329, PlayfairDisplay-SemiBoldItalic, c, c, 1.000, PASS
3330, PlayfairDisplay-SemiBold, d, d, 1.000, PASS
3331, PlayfairDisplay-SemiBold, e, e, 0.993, PASS
3332, PlayfairDisplay-SemiBold, f, f, 1.000, PASS
3333, PlayfairDisplay-SemiBold, g, g, 1.000, PASS
3334, PlayfairDisplay-SemiBold, h, h, 1.000, PASS
3335, PlayfairDisplay-SemiBold, i, i, 1.000, PASS
3336, PlayfairDisplay-SemiBold, j, j, 0.995, PASS
